ad_id,user_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,publisher_platforms,impressions_min,impressions_max,spend_min,spend_max,currency,age_group,gender,target_ages,target_gender,target_locations,ad_interests,estimated_audience_size_min,estimated_audience_size_max
AD_9407410176,USER_003725,302548,TravelAgency,2025-06-24,2025-06-27,2025-07-12,Discover amazing online_courses opportunities,Instagram,2832,4759,77,445,USD,55-64,Female,55-64,Female,980XX,"luxury_travel,travel,online_courses,soccer,motorcycles,parenting",6518,52552
AD_6719821161,USER_003726,192495,TechCorp,2025-09-15,2025-09-20,2025-11-05,Discover amazing online_courses opportunities,"Facebook,Instagram",475,2073,57,285,USD,25-34,Male,25-34,Male,850XX,"gaming,fitness,online_courses",2346,75637
AD_9194186277,USER_003727,583359,GamingCompany,2025-07-08,2025-07-14,2025-08-05,Discover amazing online_courses opportunities,"Facebook,Instagram",2631,3894,42,510,USD,25-34,Male,25-34,Male,330XX,"music,streaming_services,online_courses,football,education,online_shopping,organic_food",1409,13443
AD_6865175574,USER_003728,746137,StreamingService,2025-09-06,2025-09-11,2025-10-18,Discover amazing wine opportunities,Instagram,2352,4038,83,312,USD,65+,Male,65+,Male,980XX,"wine,luxury_travel,budget_travel,baseball,gaming,wellness",8167,11373
AD_9327403351,USER_003729,583359,GamingCompany,2025-05-30,2025-06-06,2025-07-02,Discover amazing discount_shopping opportunities,Instagram,924,2765,19,121,USD,18-24,Female,18-24,Female,100XX,"gaming,fitness,discount_shopping,luxury_travel,concerts",1891,99855
AD_7614514814,USER_003730,302548,TravelAgency,2025-07-24,2025-07-26,2025-08-03,Discover amazing budget_travel opportunities,Instagram,2817,3582,32,530,USD,65+,Female,65+,Female,850XX,"travel,golf,budget_travel,wellness",6867,87198
AD_3042764459,USER_003731,192495,TechCorp,2025-08-06,2025-08-13,2025-10-09,Discover amazing streaming_services opportunities,"Facebook,Instagram",456,2423,12,440,USD,25-34,Female,25-34,Female,770XX,"fitness,streaming_services,online_courses,fashion",8632,53547
AD_9552402973,USER_003732,295351,FashionBrand,2025-05-14,2025-05-19,2025-07-03,Discover amazing music opportunities,Instagram,2476,3638,51,271,USD,25-34,Male,25-34,Male,980XX,"online_shopping,music,budget_travel,restaurants,credit_cards,conservative_politics",4767,29146
AD_8245294161,USER_003733,302548,TravelAgency,2025-08-30,2025-09-03,2025-09-24,Discover amazing luxury_travel opportunities,Facebook,6834,8567,18,161,USD,45-54,Male,45-54,Male,330XX,"parenting,investing,luxury_travel,investing",4897,66545
AD_5477412303,USER_003734,583359,GamingCompany,2025-07-07,2025-07-14,2025-08-22,Discover amazing music opportunities,Instagram,2448,4130,22,288,USD,18-24,Male,18-24,Male,850XX,"music,streaming_services,online_courses",7760,72878
AD_4139901483,USER_003735,302548,TravelAgency,2025-07-01,2025-07-02,2025-07-13,Discover amazing real_estate opportunities,Facebook,3717,4503,87,143,USD,45-54,Female,45-54,Female,100XX,"real_estate,parenting,luxury_cars,luxury_travel,wellness,mental_health,music,political_activism",5217,82730
AD_5693411726,USER_003736,746137,StreamingService,2025-08-08,2025-08-13,2025-08-21,Discover amazing golf opportunities,Instagram,4045,5914,45,516,USD,55-64,Male,55-64,Male,330XX,"wine,golf,online_courses,tech_news,liberal_politics",8436,60299
AD_3147100342,USER_003737,302548,TravelAgency,2025-10-04,2025-10-05,2025-10-27,Discover amazing luxury_cars opportunities,Facebook,3082,4234,45,339,USD,35-44,Male,35-44,Male,100XX,"parenting,real_estate,luxury_travel,luxury_cars",7580,52525
AD_3087538309,USER_003738,583359,GamingCompany,2025-06-22,2025-06-28,2025-08-27,Discover amazing gaming opportunities,Facebook,372,1169,76,557,USD,18-24,Male,18-24,Male,850XX,"music,fitness,budget_travel,tech_news,gaming",4489,53964
AD_8873426903,USER_003739,295351,FashionBrand,2025-06-25,2025-07-01,2025-08-08,Discover amazing fashion opportunities,Instagram,859,1830,30,263,USD,25-34,Female,25-34,Female,770XX,"online_shopping,fitness,budget_travel,fashion,running,liberal_politics,conservative_politics",5992,75343
AD_6461856322,USER_003740,746137,StreamingService,2025-05-29,2025-05-31,2025-07-15,Discover amazing parenting opportunities,"Facebook,Instagram",1269,2790,87,389,USD,45-54,Male,45-54,Male,600XX,"real_estate,parenting,luxury_cars,real_estate,soccer,family_activities",2296,76673
AD_2625725626,USER_003741,282826,AutoDealer,2025-08-18,2025-08-22,2025-09-18,Discover amazing real_estate opportunities,"Facebook,Instagram",2628,3383,82,405,USD,35-44,Female,35-44,Female,770XX,"professional_development,investing,investing,real_estate,music,cooking,cycling",8198,44233
AD_6040559065,USER_003742,302548,TravelAgency,2025-10-04,2025-10-11,2025-11-11,Discover amazing organic_food opportunities,"Facebook,Instagram",3119,4510,32,521,USD,65+,Female,65+,Female,850XX,"luxury_travel,wine,online_courses,organic_food",2720,30176
AD_3117546719,USER_003743,302548,TravelAgency,2025-08-26,2025-08-31,2025-09-16,Discover amazing retirement_planning opportunities,Facebook,177,791,35,449,USD,55-64,Female,55-64,Female,980XX,"luxury_travel,retirement_planning,budget_travel,wellness",2632,97829
AD_4878374610,USER_003744,385006,OnlineRetailer,2025-09-20,2025-09-21,2025-10-17,Discover amazing wellness opportunities,Instagram,8367,10023,20,519,USD,25-34,Female,25-34,Female,770XX,"online_shopping,music,budget_travel,wellness,home_decor,fashion,restaurants",5233,51302
AD_2332635400,USER_003745,295351,FashionBrand,2025-06-08,2025-06-09,2025-07-11,Discover amazing online_shopping opportunities,Instagram,2124,2695,63,303,USD,18-24,Male,18-24,Male,770XX,"online_shopping,music,online_courses,mental_health,cycling,education",2748,21160
AD_8344277170,USER_003746,302548,TravelAgency,2025-07-24,2025-07-30,2025-08-28,Discover amazing university opportunities,"Facebook,Instagram",8610,9375,67,440,USD,25-34,Male,25-34,Male,900XX,"fitness,online_shopping,luxury_travel,luxury_brands,football,smartphones,education,university",3096,87020
AD_1495578098,USER_003747,302548,TravelAgency,2025-09-06,2025-09-12,2025-10-06,Discover amazing investing opportunities,"Facebook,Instagram",398,1067,29,446,USD,35-44,Female,35-44,Female,100XX,"real_estate,investing,luxury_travel,real_estate,wellness,mental_health",5439,29895
AD_1213241427,USER_003748,302548,TravelAgency,2025-09-16,2025-09-21,2025-11-12,Discover amazing home_decor opportunities,Instagram,3916,5325,12,184,USD,65+,Female,65+,Female,600XX,"golf,luxury_travel,investing,luxury_travel,home_decor,baseball,cruise_travel",4702,24113
AD_2894045832,USER_003749,651856,EducationPlatform,2025-07-01,2025-07-07,2025-08-05,Discover amazing movies opportunities,Instagram,299,883,17,298,USD,65+,Female,65+,Female,600XX,"wine,retirement_planning,discount_shopping,cycling,real_estate,movies,parenting,fitness",7843,40056
AD_5673733199,USER_003750,452886,FinanceApp,2025-09-04,2025-09-11,2025-11-07,Discover amazing investing opportunities,Facebook,1975,3651,90,310,USD,35-44,Female,35-44,Female,980XX,"investing,parenting,investing,luxury_cars",8614,32383
AD_3386182419,USER_003751,746137,StreamingService,2025-08-14,2025-08-20,2025-09-02,Discover amazing tech_news opportunities,Facebook,3704,4233,95,233,USD,65+,Male,65+,Male,100XX,"wine,luxury_travel,discount_shopping,tech_news",7359,58061
AD_3305427295,USER_003752,583359,GamingCompany,2025-07-13,2025-07-16,2025-09-13,Discover amazing gadgets opportunities,Facebook,2094,3629,89,582,USD,45-54,Male,45-54,Male,980XX,"parenting,real_estate,investing,luxury_travel,tech_news,professional_development,software,gadgets",7702,35564
AD_3408017966,USER_003753,385006,OnlineRetailer,2025-08-31,2025-09-07,2025-10-29,Discover amazing conservative_politics opportunities,Instagram,714,2556,22,174,USD,35-44,Female,35-44,Female,900XX,"parenting,professional_development,luxury_brands,luxury_cars,fashion,certifications,conservative_politics,running",3390,52463
AD_2159474215,USER_003754,192495,TechCorp,2025-05-20,2025-05-27,2025-06-15,Discover amazing real_estate opportunities,"Facebook,Instagram",1809,2895,66,543,USD,35-44,Male,35-44,Male,600XX,"real_estate,investing,luxury_cars,investing,tech_news,luxury_brands,wine,organic_food",7085,17461
AD_7175536670,USER_003755,302548,TravelAgency,2025-06-01,2025-06-08,2025-07-29,Discover amazing budget_travel opportunities,Instagram,2495,3769,16,182,USD,55-64,Male,55-64,Male,770XX,"luxury_travel,travel,budget_travel,cruise_travel",4584,35415
AD_8273446955,USER_003756,583359,GamingCompany,2025-07-25,2025-07-28,2025-09-02,Discover amazing movies opportunities,Facebook,5250,6174,86,473,USD,25-34,Female,25-34,Female,900XX,"streaming_services,music,luxury_cars,luxury_travel,movies",4630,18791
AD_9451027139,USER_003757,746137,StreamingService,2025-06-24,2025-07-01,2025-07-31,Discover amazing online_shopping opportunities,"Facebook,Instagram",307,843,39,375,USD,25-34,Male,25-34,Male,850XX,"music,online_shopping,discount_shopping,tech_news",6193,30261
AD_1850557932,USER_003758,385006,OnlineRetailer,2025-09-23,2025-09-29,2025-10-06,Discover amazing luxury_brands opportunities,Facebook,746,2093,69,325,USD,35-44,Male,35-44,Male,770XX,"investing,parenting,luxury_brands,luxury_cars,football",5527,97881
AD_3303837569,USER_003759,651856,EducationPlatform,2025-07-19,2025-07-25,2025-09-06,Discover amazing music opportunities,Facebook,3813,5139,82,186,USD,18-24,Female,18-24,Female,600XX,"music,fitness,investing",9790,96005
AD_3480489826,USER_003760,583359,GamingCompany,2025-09-07,2025-09-12,2025-09-26,Discover amazing software opportunities,Facebook,440,1036,96,314,USD,18-24,Female,18-24,Female,600XX,"gaming,streaming_services,online_courses,fashion,soccer,organic_food,software",8707,76781
AD_7661419207,USER_003761,302548,TravelAgency,2025-10-02,2025-10-07,2025-10-20,Discover amazing discount_shopping opportunities,Instagram,3424,4857,32,386,USD,55-64,Male,55-64,Male,900XX,"retirement_planning,luxury_travel,discount_shopping",8863,46086
AD_3463826519,USER_003762,385006,OnlineRetailer,2025-05-23,2025-05-29,2025-07-21,Discover amazing computers opportunities,"Facebook,Instagram",2246,4172,69,299,USD,25-34,Female,25-34,Female,900XX,"online_shopping,music,luxury_cars,luxury_brands,wellness,computers,cycling,concerts",6084,96626
AD_7568852986,USER_003763,583359,GamingCompany,2025-07-16,2025-07-18,2025-08-30,Discover amazing online_courses opportunities,Instagram,1635,2171,37,148,USD,18-24,Female,18-24,Female,900XX,"gaming,streaming_services,online_courses",5247,93318
AD_5043183600,USER_003764,192495,TechCorp,2025-07-09,2025-07-10,2025-07-24,Discover amazing wine opportunities,"Facebook,Instagram",2773,4181,78,378,USD,55-64,Male,55-64,Male,900XX,"golf,retirement_planning,online_courses,gaming,budget_travel,wine",9534,67906
AD_8367197078,USER_003765,192495,TechCorp,2025-09-03,2025-09-04,2025-09-24,Discover amazing budget_travel opportunities,"Facebook,Instagram",2767,3360,74,414,USD,25-34,Male,25-34,Male,980XX,"online_shopping,streaming_services,budget_travel,cryptocurrency,electric_vehicles,parenting,nutrition",3649,92348
AD_3202176772,USER_003766,385006,OnlineRetailer,2025-07-16,2025-07-17,2025-07-29,Discover amazing luxury_brands opportunities,Instagram,1259,2202,27,495,USD,35-44,Male,35-44,Male,330XX,"real_estate,investing,luxury_brands,real_estate",2505,54940
AD_6478916281,USER_003767,583359,GamingCompany,2025-10-05,2025-10-06,2025-10-25,Discover amazing real_estate opportunities,Instagram,2010,3333,84,489,USD,35-44,Female,35-44,Female,850XX,"real_estate,parenting,online_courses",5199,54065
AD_8842479735,USER_003768,875482,NewsOutlet,2025-06-12,2025-06-13,2025-07-25,Discover amazing professional_development opportunities,"Facebook,Instagram",6159,6705,60,262,USD,45-54,Male,45-54,Male,600XX,"real_estate,professional_development,luxury_cars,investing",5004,70674
AD_1495155325,USER_003769,583359,GamingCompany,2025-08-26,2025-08-30,2025-10-04,Discover amazing streaming_services opportunities,"Facebook,Instagram",6757,8450,37,383,USD,18-24,Female,18-24,Female,330XX,"online_shopping,streaming_services,investing",9801,50178
AD_3241529293,USER_003770,302548,TravelAgency,2025-08-25,2025-08-28,2025-10-17,Discover amazing luxury_brands opportunities,"Facebook,Instagram",930,1513,80,425,USD,55-64,Female,55-64,Female,330XX,"wine,travel,real_estate,luxury_brands,home_decor,luxury_travel",9692,99647
AD_4612216198,USER_003771,302548,TravelAgency,2025-10-07,2025-10-11,2025-11-07,Discover amazing discount_shopping opportunities,"Facebook,Instagram",7715,9511,69,225,USD,35-44,Female,35-44,Female,100XX,"investing,real_estate,discount_shopping,wellness,parenting,beach_destinations",6450,91657
AD_8410521150,USER_003772,302548,TravelAgency,2025-08-25,2025-08-30,2025-09-08,Discover amazing professional_development opportunities,Instagram,1303,3038,21,72,USD,45-54,Female,45-54,Female,770XX,"real_estate,professional_development,discount_shopping,parenting,political_activism,gadgets,beach_destinations,restaurants",2175,63129
AD_7018759301,USER_003773,302548,TravelAgency,2025-07-21,2025-07-23,2025-09-08,Discover amazing wine opportunities,Facebook,5261,5776,84,219,USD,65+,Female,65+,Female,770XX,"luxury_travel,wine,budget_travel,computers,motorcycles,investing,certifications",9939,44486
AD_9786042004,USER_003774,746137,StreamingService,2025-09-16,2025-09-19,2025-10-20,Discover amazing luxury_brands opportunities,Instagram,8243,10085,64,252,USD,35-44,Male,35-44,Male,900XX,"investing,parenting,luxury_cars,luxury_brands,tech_news",7242,65253
AD_5372222954,USER_003775,138365,FitnessCenter,2025-08-30,2025-09-02,2025-11-01,Discover amazing wine opportunities,Instagram,4757,6301,18,452,USD,45-54,Male,45-54,Male,600XX,"professional_development,real_estate,discount_shopping,basketball,car_maintenance,wine,certifications,movies",8816,27592
AD_8703026994,USER_003776,583359,GamingCompany,2025-05-27,2025-05-31,2025-07-15,Discover amazing luxury_travel opportunities,"Facebook,Instagram",2869,4292,95,364,USD,35-44,Female,35-44,Female,770XX,"real_estate,investing,investing,luxury_travel,fashion,professional_development,streaming_services,certifications",6776,63407
AD_3106295799,USER_003777,746137,StreamingService,2025-05-22,2025-05-23,2025-06-16,Discover amazing supplements opportunities,"Facebook,Instagram",4162,4937,99,318,USD,18-24,Male,18-24,Male,900XX,"streaming_services,fitness,budget_travel,gaming,supplements,retirement_planning,smartphones",5379,59512
AD_3195504290,USER_003778,192495,TechCorp,2025-09-09,2025-09-15,2025-10-19,Discover amazing streaming_services opportunities,Facebook,4828,5459,14,90,USD,25-34,Male,25-34,Male,100XX,"fitness,streaming_services,investing,luxury_travel",9983,40010
AD_8262962195,USER_003779,302548,TravelAgency,2025-06-10,2025-06-14,2025-07-01,Discover amazing luxury_cars opportunities,Instagram,2267,4083,18,430,USD,65+,Female,65+,Female,100XX,"luxury_travel,wine,luxury_cars,luxury_travel,nutrition,real_estate,organic_food",2844,39648
AD_6348739223,USER_003780,746137,StreamingService,2025-05-19,2025-05-25,2025-06-11,Discover amazing real_estate opportunities,"Facebook,Instagram",6327,8135,100,376,USD,35-44,Female,35-44,Female,770XX,"investing,real_estate,luxury_travel,real_estate,gaming,conservative_politics,certifications",5892,22023
AD_4648997667,USER_003781,302548,TravelAgency,2025-10-04,2025-10-11,2025-11-17,Discover amazing wellness opportunities,Instagram,866,1936,37,390,USD,65+,Male,65+,Male,900XX,"golf,travel,luxury_brands,real_estate,software,mental_health,fitness,wellness",1143,74096
AD_2886473688,USER_003782,606599,HealthWellness,2025-05-14,2025-05-21,2025-07-04,Discover amazing real_estate opportunities,Facebook,3152,4958,61,348,USD,35-44,Female,35-44,Female,980XX,"real_estate,professional_development,investing,real_estate,wellness,discount_shopping",6094,15397
AD_9892709082,USER_003783,583359,GamingCompany,2025-07-05,2025-07-11,2025-07-20,Discover amazing fitness opportunities,"Facebook,Instagram",1276,2682,63,255,USD,25-34,Male,25-34,Male,850XX,"fitness,gaming,online_courses,university",4068,38710
AD_2598161087,USER_003784,302548,TravelAgency,2025-05-16,2025-05-20,2025-07-16,Discover amazing fitness opportunities,Instagram,3602,5330,95,413,USD,18-24,Female,18-24,Female,770XX,"fitness,online_shopping,discount_shopping,home_decor,investing,nutrition,luxury_travel",3772,13794
AD_3409527646,USER_003785,302548,TravelAgency,2025-07-25,2025-07-26,2025-08-12,Discover amazing investing opportunities,"Facebook,Instagram",3105,5091,25,360,USD,35-44,Male,35-44,Male,600XX,"investing,parenting,luxury_travel,luxury_cars",2897,62690
AD_5882843326,USER_003786,302548,TravelAgency,2025-05-23,2025-05-29,2025-06-06,Discover amazing luxury_travel opportunities,Instagram,6275,6796,49,521,USD,45-54,Female,45-54,Female,770XX,"investing,parenting,luxury_travel",4965,90877
AD_5573601155,USER_003787,302548,TravelAgency,2025-09-03,2025-09-05,2025-09-21,Discover amazing luxury_travel opportunities,"Facebook,Instagram",2435,2961,67,477,USD,45-54,Male,45-54,Male,980XX,"parenting,professional_development,luxury_cars,luxury_travel,basketball,real_estate,car_maintenance",9365,42759
AD_6360831266,USER_003788,302548,TravelAgency,2025-06-09,2025-06-11,2025-06-20,Discover amazing discount_shopping opportunities,"Facebook,Instagram",5334,6617,46,502,USD,35-44,Female,35-44,Female,100XX,"investing,real_estate,luxury_cars,luxury_travel,discount_shopping,music",1752,33911
AD_5492615715,USER_003789,295351,FashionBrand,2025-08-05,2025-08-11,2025-09-03,Discover amazing luxury_cars opportunities,Facebook,3073,4232,41,466,USD,45-54,Male,45-54,Male,850XX,"professional_development,real_estate,luxury_brands,luxury_cars,football,cryptocurrency,baseball,credit_cards",7289,75565
AD_6505767408,USER_003790,583359,GamingCompany,2025-09-05,2025-09-07,2025-09-21,Discover amazing streaming_services opportunities,Facebook,1114,1691,17,482,USD,18-24,Male,18-24,Male,600XX,"music,streaming_services,online_courses,running",4849,99277
AD_5775523824,USER_003791,302548,TravelAgency,2025-06-03,2025-06-07,2025-07-25,Discover amazing luxury_travel opportunities,"Facebook,Instagram",5506,6254,87,237,USD,45-54,Female,45-54,Female,330XX,"investing,real_estate,luxury_travel,luxury_brands,fitness",4737,35235
AD_2328687286,USER_003792,583359,GamingCompany,2025-07-06,2025-07-08,2025-08-03,Discover amazing streaming_services opportunities,"Facebook,Instagram",485,1305,98,214,USD,25-34,Male,25-34,Male,330XX,"streaming_services,music,online_courses,gaming,football",6578,73491
AD_1033766395,USER_003793,302548,TravelAgency,2025-09-25,2025-10-02,2025-10-12,Discover amazing real_estate opportunities,Facebook,2199,3513,40,503,USD,45-54,Male,45-54,Male,850XX,"real_estate,professional_development,luxury_travel,luxury_cars,supplements,movies",9083,52726
AD_7246141464,USER_003794,583359,GamingCompany,2025-08-09,2025-08-14,2025-09-15,Discover amazing streaming_services opportunities,"Facebook,Instagram",1779,3026,97,372,USD,55-64,Male,55-64,Male,330XX,"luxury_travel,retirement_planning,budget_travel,tech_news,streaming_services,wine,family_activities,gadgets",7490,26184
AD_2555505237,USER_003795,302548,TravelAgency,2025-05-22,2025-05-23,2025-06-27,Discover amazing wellness opportunities,Instagram,2518,3106,84,444,USD,65+,Female,65+,Female,850XX,"travel,wine,budget_travel,wellness,online_courses,family_activities",8142,66564
AD_3857178547,USER_003796,295351,FashionBrand,2025-07-23,2025-07-24,2025-09-19,Discover amazing retirement_planning opportunities,Facebook,3011,4479,43,181,USD,65+,Female,65+,Female,900XX,"retirement_planning,wine,budget_travel,fashion",4356,81510
AD_6693258105,USER_003797,583359,GamingCompany,2025-09-06,2025-09-11,2025-09-23,Discover amazing travel opportunities,"Facebook,Instagram",3656,5203,25,119,USD,55-64,Male,55-64,Male,600XX,"luxury_travel,travel,online_courses,gaming,concerts,running,supplements,professional_development",4324,84980
AD_3354487670,USER_003798,295351,FashionBrand,2025-08-17,2025-08-19,2025-09-13,Discover amazing professional_development opportunities,Instagram,1474,2409,94,584,USD,35-44,Female,35-44,Female,330XX,"professional_development,investing,budget_travel,fashion,supplements,cryptocurrency",1584,66308
AD_2239184766,USER_003799,192495,TechCorp,2025-10-11,2025-10-13,2025-11-22,Discover amazing parenting opportunities,Facebook,2295,4147,90,521,USD,45-54,Male,45-54,Male,330XX,"real_estate,parenting,online_courses,tech_news",2821,97587
AD_3085215486,USER_003800,651856,EducationPlatform,2025-09-23,2025-09-30,2025-10-12,Discover amazing professional_development opportunities,Instagram,2570,3664,77,365,USD,45-54,Female,45-54,Female,330XX,"professional_development,investing,online_courses",5625,60259
AD_2549337425,USER_003801,192495,TechCorp,2025-07-09,2025-07-10,2025-08-25,Discover amazing streaming_services opportunities,"Facebook,Instagram",7491,8636,45,544,USD,18-24,Male,18-24,Male,850XX,"music,streaming_services,investing,luxury_travel,tech_news,gaming,basketball,home_decor",2684,74430
AD_4978968571,USER_003802,302548,TravelAgency,2025-07-28,2025-07-30,2025-09-19,Discover amazing luxury_cars opportunities,Facebook,2740,3982,29,335,USD,65+,Female,65+,Female,330XX,"luxury_travel,travel,luxury_cars,luxury_brands,fashion",5486,12519
AD_3517853305,USER_003803,282826,AutoDealer,2025-07-12,2025-07-18,2025-08-21,Discover amazing real_estate opportunities,Instagram,2307,3015,25,220,USD,35-44,Male,35-44,Male,980XX,"parenting,investing,real_estate",7615,44422
AD_3552086320,USER_003804,138365,FitnessCenter,2025-06-23,2025-06-29,2025-08-04,Discover amazing luxury_cars opportunities,"Facebook,Instagram",3520,4123,45,327,USD,35-44,Female,35-44,Female,100XX,"investing,professional_development,luxury_cars",7630,27163
AD_4901322150,USER_003805,385006,OnlineRetailer,2025-09-24,2025-09-25,2025-10-20,Discover amazing luxury_brands opportunities,Instagram,5150,7038,13,382,USD,45-54,Male,45-54,Male,600XX,"professional_development,parenting,luxury_brands",9756,77550
AD_4537141287,USER_003806,302548,TravelAgency,2025-08-08,2025-08-09,2025-08-25,Discover amazing luxury_travel opportunities,"Facebook,Instagram",802,2372,12,314,USD,55-64,Male,55-64,Male,850XX,"travel,luxury_travel,luxury_travel,luxury_brands",4855,64539
AD_4869614931,USER_003807,192495,TechCorp,2025-05-14,2025-05-18,2025-06-14,Discover amazing investing opportunities,Instagram,6258,8051,38,444,USD,18-24,Male,18-24,Male,980XX,"fitness,gaming,investing,luxury_travel",5303,91330
AD_9410135256,USER_003808,746137,StreamingService,2025-10-06,2025-10-09,2025-12-05,Discover amazing real_estate opportunities,"Facebook,Instagram",6170,7561,36,137,USD,35-44,Female,35-44,Female,980XX,"real_estate,investing,luxury_cars,investing",5241,53577
AD_1194475361,USER_003809,583359,GamingCompany,2025-09-20,2025-09-21,2025-11-09,Discover amazing streaming_services opportunities,Instagram,3335,3965,33,274,USD,25-34,Female,25-34,Female,330XX,"streaming_services,fitness,online_courses,computers,software,meal_delivery,restaurants,budget_travel",3594,29372
AD_8656886557,USER_003810,746137,StreamingService,2025-06-07,2025-06-14,2025-07-10,Discover amazing gaming opportunities,Facebook,1267,2005,46,96,USD,18-24,Female,18-24,Female,770XX,"gaming,online_shopping,luxury_travel",2679,99147
AD_2082443565,USER_003811,302548,TravelAgency,2025-06-04,2025-06-05,2025-06-18,Discover amazing luxury_travel opportunities,Facebook,1386,1951,27,429,USD,45-54,Female,45-54,Female,900XX,"professional_development,investing,luxury_travel,luxury_brands,wellness,wine",1051,11854
AD_4237354276,USER_003812,583359,GamingCompany,2025-09-07,2025-09-14,2025-11-07,Discover amazing fashion opportunities,"Facebook,Instagram",4726,6272,65,292,USD,25-34,Female,25-34,Female,600XX,"streaming_services,gaming,online_courses,fashion,cruise_travel,budget_travel",6251,44384
AD_2660714149,USER_003813,746137,StreamingService,2025-05-25,2025-05-31,2025-06-19,Discover amazing investing opportunities,Facebook,3708,4578,70,383,USD,18-24,Female,18-24,Female,330XX,"streaming_services,music,luxury_cars,investing",8859,67725
AD_2084411173,USER_003814,583359,GamingCompany,2025-06-28,2025-07-04,2025-08-09,Discover amazing investing opportunities,Instagram,2508,4062,100,166,USD,45-54,Male,45-54,Male,850XX,"professional_development,parenting,luxury_travel,investing,gaming",9250,54779
AD_7383832214,USER_003815,295351,FashionBrand,2025-06-21,2025-06-22,2025-07-25,Discover amazing luxury_cars opportunities,"Facebook,Instagram",6177,7711,61,508,USD,45-54,Female,45-54,Female,900XX,"real_estate,investing,luxury_brands,luxury_cars,wellness,conservative_politics",6096,62838
AD_4652679093,USER_003816,295351,FashionBrand,2025-08-23,2025-08-28,2025-09-06,Discover amazing fitness opportunities,"Facebook,Instagram",3975,5440,92,351,USD,25-34,Male,25-34,Male,980XX,"online_shopping,fitness,discount_shopping,theater,yoga,online_courses",8591,44067
AD_6667037884,USER_003817,746137,StreamingService,2025-07-25,2025-07-30,2025-09-22,Discover amazing wellness opportunities,Facebook,1302,2255,13,366,USD,35-44,Female,35-44,Female,900XX,"real_estate,parenting,discount_shopping,wellness,basketball",7809,51451
AD_6494299678,USER_003818,302548,TravelAgency,2025-05-23,2025-05-28,2025-06-21,Discover amazing online_shopping opportunities,Facebook,5311,6346,61,480,USD,18-24,Female,18-24,Female,100XX,"online_shopping,fitness,luxury_travel",1512,81062
AD_4887335274,USER_003819,651856,EducationPlatform,2025-09-05,2025-09-06,2025-10-02,Discover amazing discount_shopping opportunities,Facebook,893,1552,13,357,USD,45-54,Female,45-54,Female,770XX,"investing,real_estate,discount_shopping,wellness,credit_cards,computers,restaurants,soccer",4808,66879
AD_3066871229,USER_003820,302548,TravelAgency,2025-09-23,2025-09-29,2025-10-27,Discover amazing car_maintenance opportunities,Facebook,6113,6926,76,246,USD,55-64,Female,55-64,Female,330XX,"golf,retirement_planning,luxury_cars,luxury_travel,childcare,car_maintenance,smartphones,budget_travel",8229,49670
AD_4684247486,USER_003821,583359,GamingCompany,2025-10-11,2025-10-12,2025-11-24,Discover amazing discount_shopping opportunities,Instagram,3091,4385,72,201,USD,45-54,Female,45-54,Female,980XX,"professional_development,parenting,discount_shopping,fashion,tech_news,fitness,education",6916,85191
AD_7115189196,USER_003822,302548,TravelAgency,2025-05-20,2025-05-24,2025-07-05,Discover amazing retirement_planning opportunities,"Facebook,Instagram",6229,7606,17,288,USD,55-64,Female,55-64,Female,900XX,"retirement_planning,luxury_travel,luxury_brands,real_estate,home_decor,running",5629,62803
AD_9298797305,USER_003823,302548,TravelAgency,2025-05-22,2025-05-28,2025-07-18,Discover amazing wine opportunities,"Facebook,Instagram",2033,3741,17,171,USD,55-64,Male,55-64,Male,600XX,"luxury_travel,wine,luxury_brands",5544,23304
AD_4712129468,USER_003824,302548,TravelAgency,2025-08-03,2025-08-08,2025-10-06,Discover amazing retirement_planning opportunities,"Facebook,Instagram",2802,3814,56,214,USD,65+,Male,65+,Male,330XX,"luxury_travel,retirement_planning,online_courses,fitness",6990,75559
AD_3755963352,USER_003825,302548,TravelAgency,2025-07-26,2025-08-02,2025-08-23,Discover amazing luxury_cars opportunities,"Facebook,Instagram",3466,4879,45,129,USD,25-34,Female,25-34,Female,900XX,"music,online_shopping,luxury_brands,real_estate,home_decor,luxury_cars,beach_destinations,concerts",3473,79445
AD_6236803179,USER_003826,295351,FashionBrand,2025-08-27,2025-08-30,2025-09-15,Discover amazing online_courses opportunities,Instagram,4870,6141,76,352,USD,25-34,Female,25-34,Female,330XX,"fitness,online_shopping,online_courses",4126,29263
AD_4206735573,USER_003827,583359,GamingCompany,2025-08-05,2025-08-08,2025-10-03,Discover amazing tech_news opportunities,Facebook,2446,4405,45,345,USD,35-44,Male,35-44,Male,900XX,"parenting,real_estate,luxury_brands,real_estate,tech_news,home_decor",9796,83688
AD_2626813138,USER_003828,302548,TravelAgency,2025-06-16,2025-06-17,2025-07-30,Discover amazing luxury_travel opportunities,Facebook,3609,4570,34,118,USD,55-64,Male,55-64,Male,330XX,"retirement_planning,luxury_travel,online_courses,music,investing,university,cryptocurrency,car_maintenance",5704,37859
AD_3887336433,USER_003829,385006,OnlineRetailer,2025-07-24,2025-07-27,2025-08-14,Discover amazing education opportunities,Facebook,2196,3523,89,318,USD,45-54,Male,45-54,Male,900XX,"investing,real_estate,discount_shopping,nutrition,education",5937,64634
